family,universe,algorithm,seed,pop_size,event_index,generation,previous_time,current_time,response_activated,response_type,replaced_count,prediction_used,kde_success,kde_fallback,note,response_evaluation_count
budget,tech14,PPS-DMOEA,4,158,35,351,0.894736842105263,0.9210526315789473,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,4,158,36,361,0.9210526315789473,0.9473684210526315,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,4,158,37,371,0.9473684210526315,0.9736842105263157,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
main,tech14,PPS-DMOEA,6,100,1,11,0.0,0.02631578947368421,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,2,21,0.02631578947368421,0.05263157894736842,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,3,31,0.05263157894736842,0.07894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,4,41,0.07894736842105263,0.10526315789473684,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,5,51,0.10526315789473684,0.13157894736842105,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,6,61,0.13157894736842105,0.15789473684210525,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,7,71,0.15789473684210525,0.18421052631578946,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,8,81,0.18421052631578946,0.21052631578947367,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,9,91,0.21052631578947367,0.23684210526315788,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,10,101,0.23684210526315788,0.2631578947368421,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,11,111,0.2631578947368421,0.2894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,12,121,0.2894736842105263,0.3157894736842105,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,13,131,0.3157894736842105,0.3421052631578947,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,14,141,0.3421052631578947,0.3684210526315789,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,15,151,0.3684210526315789,0.39473684210526316,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,16,161,0.39473684210526316,0.42105263157894735,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,17,171,0.42105263157894735,0.4473684210526315,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,18,181,0.4473684210526315,0.47368421052631576,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,19,191,0.47368421052631576,0.5,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,20,201,0.5,0.5263157894736842,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,21,211,0.5263157894736842,0.5526315789473684,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,22,221,0.5526315789473684,0.5789473684210527,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,23,231,0.5789473684210527,0.6052631578947368,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,24,241,0.6052631578947368,0.631578947368421,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,25,251,0.631578947368421,0.6578947368421052,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,26,261,0.6578947368421052,0.6842105263157894,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,27,271,0.6842105263157894,0.7105263157894737,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,28,281,0.7105263157894737,0.7368421052631579,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,29,291,0.7368421052631579,0.763157894736842,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,30,301,0.763157894736842,0.7894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,31,311,0.7894736842105263,0.8157894736842105,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,32,321,0.8157894736842105,0.8421052631578947,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,33,331,0.8421052631578947,0.8684210526315789,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,34,341,0.8684210526315789,0.894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,35,351,0.894736842105263,0.9210526315789473,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,36,361,0.9210526315789473,0.9473684210526315,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,6,100,37,371,0.9473684210526315,0.9736842105263157,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
budget,tech14,PPS-DMOEA,5,158,1,11,0.0,0.02631578947368421,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,2,21,0.02631578947368421,0.05263157894736842,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,3,31,0.05263157894736842,0.07894736842105263,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,4,41,0.07894736842105263,0.10526315789473684,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,5,51,0.10526315789473684,0.13157894736842105,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,6,61,0.13157894736842105,0.15789473684210525,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,7,71,0.15789473684210525,0.18421052631578946,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,8,81,0.18421052631578946,0.21052631578947367,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,9,91,0.21052631578947367,0.23684210526315788,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,10,101,0.23684210526315788,0.2631578947368421,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,11,111,0.2631578947368421,0.2894736842105263,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,12,121,0.2894736842105263,0.3157894736842105,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,13,131,0.3157894736842105,0.3421052631578947,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,14,141,0.3421052631578947,0.3684210526315789,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,15,151,0.3684210526315789,0.39473684210526316,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,16,161,0.39473684210526316,0.42105263157894735,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,17,171,0.42105263157894735,0.4473684210526315,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,18,181,0.4473684210526315,0.47368421052631576,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,19,191,0.47368421052631576,0.5,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,20,201,0.5,0.5263157894736842,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,21,211,0.5263157894736842,0.5526315789473684,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,22,221,0.5526315789473684,0.5789473684210527,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,23,231,0.5789473684210527,0.6052631578947368,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,24,241,0.6052631578947368,0.631578947368421,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,25,251,0.631578947368421,0.6578947368421052,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,26,261,0.6578947368421052,0.6842105263157894,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,27,271,0.6842105263157894,0.7105263157894737,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,28,281,0.7105263157894737,0.7368421052631579,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,29,291,0.7368421052631579,0.763157894736842,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,30,301,0.763157894736842,0.7894736842105263,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,31,311,0.7894736842105263,0.8157894736842105,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,32,321,0.8157894736842105,0.8421052631578947,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,33,331,0.8421052631578947,0.8684210526315789,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,34,341,0.8684210526315789,0.894736842105263,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,35,351,0.894736842105263,0.9210526315789473,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,36,361,0.9210526315789473,0.9473684210526315,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,5,158,37,371,0.9473684210526315,0.9736842105263157,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
main,tech14,PPS-DMOEA,7,100,1,11,0.0,0.02631578947368421,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,2,21,0.02631578947368421,0.05263157894736842,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,3,31,0.05263157894736842,0.07894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,4,41,0.07894736842105263,0.10526315789473684,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,5,51,0.10526315789473684,0.13157894736842105,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,6,61,0.13157894736842105,0.15789473684210525,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,7,71,0.15789473684210525,0.18421052631578946,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,8,81,0.18421052631578946,0.21052631578947367,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,9,91,0.21052631578947367,0.23684210526315788,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,10,101,0.23684210526315788,0.2631578947368421,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,11,111,0.2631578947368421,0.2894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,12,121,0.2894736842105263,0.3157894736842105,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,13,131,0.3157894736842105,0.3421052631578947,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,14,141,0.3421052631578947,0.3684210526315789,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,15,151,0.3684210526315789,0.39473684210526316,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,16,161,0.39473684210526316,0.42105263157894735,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,17,171,0.42105263157894735,0.4473684210526315,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,18,181,0.4473684210526315,0.47368421052631576,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,19,191,0.47368421052631576,0.5,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,20,201,0.5,0.5263157894736842,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,21,211,0.5263157894736842,0.5526315789473684,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,22,221,0.5526315789473684,0.5789473684210527,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,23,231,0.5789473684210527,0.6052631578947368,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,24,241,0.6052631578947368,0.631578947368421,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,25,251,0.631578947368421,0.6578947368421052,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,26,261,0.6578947368421052,0.6842105263157894,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,27,271,0.6842105263157894,0.7105263157894737,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,28,281,0.7105263157894737,0.7368421052631579,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,29,291,0.7368421052631579,0.763157894736842,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,30,301,0.763157894736842,0.7894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,31,311,0.7894736842105263,0.8157894736842105,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,32,321,0.8157894736842105,0.8421052631578947,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,33,331,0.8421052631578947,0.8684210526315789,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,34,341,0.8684210526315789,0.894736842105263,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,35,351,0.894736842105263,0.9210526315789473,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,36,361,0.9210526315789473,0.9473684210526315,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
main,tech14,PPS-DMOEA,7,100,37,371,0.9473684210526315,0.9736842105263157,1,pps_centroid_drift_tail_replacement,50,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,100.0
budget,tech14,PPS-DMOEA,6,158,1,11,0.0,0.02631578947368421,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,2,21,0.02631578947368421,0.05263157894736842,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,3,31,0.05263157894736842,0.07894736842105263,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,4,41,0.07894736842105263,0.10526315789473684,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,5,51,0.10526315789473684,0.13157894736842105,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,6,61,0.13157894736842105,0.15789473684210525,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,7,71,0.15789473684210525,0.18421052631578946,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,8,81,0.18421052631578946,0.21052631578947367,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,9,91,0.21052631578947367,0.23684210526315788,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,10,101,0.23684210526315788,0.2631578947368421,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,11,111,0.2631578947368421,0.2894736842105263,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,12,121,0.2894736842105263,0.3157894736842105,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,13,131,0.3157894736842105,0.3421052631578947,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,14,141,0.3421052631578947,0.3684210526315789,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,15,151,0.3684210526315789,0.39473684210526316,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,16,161,0.39473684210526316,0.42105263157894735,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,17,171,0.42105263157894735,0.4473684210526315,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,18,181,0.4473684210526315,0.47368421052631576,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,19,191,0.47368421052631576,0.5,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,20,201,0.5,0.5263157894736842,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,21,211,0.5263157894736842,0.5526315789473684,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,22,221,0.5526315789473684,0.5789473684210527,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,23,231,0.5789473684210527,0.6052631578947368,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,24,241,0.6052631578947368,0.631578947368421,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
budget,tech14,PPS-DMOEA,6,158,25,251,0.631578947368421,0.6578947368421052,1,pps_centroid_drift_tail_replacement,79,1,0,0,PPS replaced dominated-tail individuals using centroid drift and jitter.,158.0
